Team_x,Year,Rk,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,Playoffs,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Successful,Arena,Attend.,Attend./G,Lost To,Round made it to,Team_y,Lost to Rk,Lost to Age,Lost to W,Lost to L,Lost to PW,Lost to PL,Lost to MOV,Lost to SOS,Lost to SRS,Lost to ORtg,Lost to DRtg,Lost to NRtg,Lost to Pace,Lost to FTr,Lost to 3PAr,Lost to TS%,Lost to eFG%,Lost to TOV%,Lost to ORB%,Lost to FT/FGA,Lost to Playoffs,Lost to eFG%.1,Lost to TOV%.1,Lost to DRB%,Lost to FT/FGA.1,Lost to Successful,Lost to Arena,Lost to Attend.,Lost to Attend./G,Lost to Round made it to,Difference NRtg,Difference W,Difference MOV,Difference Pace,Difference ORtg,Difference DRtg,Difference Age,Difference TS%
New Orleans Pelicans,2019,20,25.7,33,49,38,44,-1.33,0.23,-1.1,111.4,112.6,-1.2,103.3,0.254,0.324,0.563,0.529,12.6,24.1,0.193,,0.532,11.6,76.8,0.193,0,Smoothie King Center,"656,183","16,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Mavericks,2019,21,26.9,33,49,38,44,-1.28,0.42,-0.87,109.4,110.7,-1.3,99.0,0.291,0.422,0.555,0.519,12.7,22.7,0.216,,0.522,11.6,77.5,0.191,0,American Airlines Center,"820,569","20,014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota Timberwolves,2019,22,26.2,36,46,37,45,-1.5,0.48,-1.02,111.4,112.9,-1.5,100.2,0.267,0.315,0.552,0.511,11.4,24.6,0.21,,0.538,12.9,74.9,0.19,0,Target Center,"627,543","15,306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles Lakers,2019,23,26.2,37,45,37,45,-1.72,0.39,-1.33,107.8,109.5,-1.7,103.2,0.257,0.342,0.554,0.527,13.4,22.2,0.18,,0.516,12.2,76.4,0.192,0,STAPLES Center,"778,877","18,997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis Grizzlies,2019,24,27.7,33,49,34,48,-2.6,0.51,-2.08,106.1,108.8,-2.7,96.6,0.272,0.342,0.548,0.508,12.9,20.0,0.21,,0.521,13.9,77.6,0.232,0,FedEx Forum,"638,332","15,569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Wizards,2019,25,26.5,32,50,34,48,-2.9,-0.4,-3.3,111.1,113.9,-2.8,101.4,0.266,0.37,0.567,0.531,12.3,21.3,0.204,,0.546,13.5,74.1,0.199,0,Capital One Arena,"716,996","17,448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Hawks,2019,26,25.1,29,53,27,55,-6.02,-0.04,-6.06,108.1,113.9,-5.8,103.9,0.255,0.403,0.555,0.522,14.3,24.7,0.192,,0.541,12.8,76.4,0.237,0,State Farm Arena,"628,440","15,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago Bulls,2019,27,24.0,22,60,21,61,-8.41,0.1,-8.32,104.8,113.2,-8.4,99.0,0.235,0.295,0.541,0.505,12.7,19.4,0.184,,0.541,11.9,77.3,0.188,0,United Center,"823,475","20,085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York Knicks,2019,28,23.4,17,65,19,63,-9.21,0.28,-8.93,104.5,113.7,-9.2,99.6,0.27,0.334,0.529,0.49,12.4,22.1,0.205,,0.533,11.7,76.1,0.203,0,Madison Square Garden (IV),"779,087","19,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Suns,2019,29,24.0,19,63,19,63,-9.34,0.73,-8.61,105.9,115.1,-9.2,100.5,0.259,0.335,0.552,0.514,13.8,20.5,0.202,,0.545,13.5,72.5,0.236,0,Talking Stick Resort Arena,"627,023","15,293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland Cavaliers,2019,30,25.2,19,63,19,63,-9.61,0.22,-9.39,107.7,117.6,-9.9,96.6,0.236,0.332,0.54,0.503,12.2,23.7,0.187,,0.564,11.5,77.0,0.181,0,Quicken Loans Arena,"793,337","19,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milwaukee Bucks,2020,1,29.2,56,17,57,16,10.08,-0.67,9.41,112.4,102.9,9.5,105.1,0.271,0.428,0.583,0.552,12.9,20.7,0.201,1.0,0.489,12.0,81.6,0.178,0,Fiserv Forum,"549,036","17,711",Miami Heat,Conference Semifinals,Miami Heat,7.0,25.9,44.0,29.0,43.0,30.0,2.95,-0.35,2.59,112.5,109.5,3.0,98.3,0.299,0.419,0.587,0.547,13.5,20.3,0.234,1.0,0.523,12.6,79.5,0.213,1.0,AmericanAirlines Arena,"629,771","19,680",Finals,-6.5,-12.0,-7.13,-6.799999999999997,0.09999999999999432,6.599999999999994,-3.3000000000000007,0.0040000000000000036
Boston Celtics,2020,2,25.3,48,24,50,22,6.31,-0.47,5.83,113.3,107.0,6.3,99.5,0.259,0.386,0.57,0.531,12.2,23.9,0.207,1.0,0.509,13.5,77.4,0.215,1,TD Garden,"610,864","19,090",Miami Heat,Conference Finals,Miami Heat,7.0,25.9,44.0,29.0,43.0,30.0,2.95,-0.35,2.59,112.5,109.5,3.0,98.3,0.299,0.419,0.587,0.547,13.5,20.3,0.234,1.0,0.523,12.6,79.5,0.213,1.0,AmericanAirlines Arena,"629,771","19,680",Finals,-3.3,-4.0,-3.3599999999999994,-1.2000000000000028,-0.7999999999999972,2.5,0.5999999999999979,0.017000000000000015
Los Angeles Clippers,2020,3,27.4,49,23,50,22,6.44,0.21,6.66,113.9,107.6,6.3,101.5,0.295,0.375,0.577,0.535,12.6,23.5,0.233,1.0,0.506,12.2,77.6,0.206,0,STAPLES Center,"610,176","19,068",Denver Nuggets,Conference Semifinals,Denver Nuggets,11.0,25.6,46.0,27.0,41.0,32.0,2.11,0.24,2.35,113.1,111.0,2.1,97.1,0.235,0.344,0.567,0.535,12.3,24.8,0.183,1.0,0.533,12.9,76.8,0.198,1.0,Pepsi Center,"633,153","19,186",Conference Finals,-4.199999999999999,-3.0,-4.33,-4.400000000000006,-0.8000000000000114,3.4000000000000057,-1.7999999999999972,-0.010000000000000009
Toronto Raptors,2020,4,26.6,53,19,50,22,6.24,-0.26,5.97,111.1,105.0,6.1,100.9,0.264,0.421,0.574,0.536,13.1,21.3,0.21,1.0,0.502,14.6,76.7,0.202,0,Scotiabank Arena,"633,456","19,796",Boston Celtics,Conference Semifinals,Boston Celtics,2.0,25.3,48.0,24.0,50.0,22.0,6.31,-0.47,5.83,113.3,107.0,6.3,99.5,0.259,0.386,0.57,0.531,12.2,23.9,0.207,1.0,0.509,13.5,77.4,0.215,1.0,TD Garden,"610,864","19,090",Conference Finals,0.20000000000000018,-5.0,0.0699999999999994,-1.4000000000000057,2.200000000000003,2.0,-1.3000000000000007,-0.0040000000000000036
Los Angeles Lakers,2020,5,29.5,52,19,48,23,5.79,0.49,6.28,112.0,106.3,5.7,100.9,0.276,0.358,0.573,0.542,13.3,24.5,0.201,1.0,0.515,14.1,78.8,0.205,1,STAPLES Center,"588,907","18,997",,NBA Champion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dallas Mavericks,2020,6,26.1,43,32,49,26,4.95,-0.07,4.87,116.7,111.7,5.0,99.3,0.264,0.457,0.581,0.545,11.2,23.2,0.206,1.0,0.525,10.6,77.7,0.175,0,American Airlines Center,"682,096","20,062",Los Angeles Clippers,Conference First Round,Los Angeles Clippers,3.0,27.4,49.0,23.0,50.0,22.0,6.44,0.21,6.66,113.9,107.6,6.3,101.5,0.295,0.375,0.577,0.535,12.6,23.5,0.233,1.0,0.506,12.2,77.6,0.206,0.0,STAPLES Center,"610,176","19,068",Conference Semifinals,1.2999999999999998,6.0,1.4900000000000002,2.200000000000003,-2.799999999999997,-4.1000000000000085,1.2999999999999972,-0.0040000000000000036
Miami Heat,2020,7,25.9,44,29,43,30,2.95,-0.35,2.59,112.5,109.5,3.0,98.3,0.299,0.419,0.587,0.547,13.5,20.3,0.234,1.0,0.523,12.6,79.5,0.213,1,AmericanAirlines Arena,"629,771","19,680",Los Angeles Lakers,Finals,Los Angeles Lakers,5.0,29.5,52.0,19.0,48.0,23.0,5.79,0.49,6.28,112.0,106.3,5.7,100.9,0.276,0.358,0.573,0.542,13.3,24.5,0.201,1.0,0.515,14.1,78.8,0.205,1.0,STAPLES Center,"588,907","18,997",NBA Champion,2.7,8.0,2.84,2.6000000000000085,-0.5,-3.200000000000003,3.6000000000000014,-0.014000000000000012
Houston Rockets,2020,8,29.2,44,28,42,30,2.96,0.17,3.13,112.9,110.1,2.8,103.7,0.288,0.501,0.578,0.537,12.6,21.0,0.228,1.0,0.529,13.7,75.6,0.197,0,Toyota Center,"578,458","18,077",Los Angeles Lakers,Conference Semifinals,Los Angeles Lakers,5.0,29.5,52.0,19.0,48.0,23.0,5.79,0.49,6.28,112.0,106.3,5.7,100.9,0.276,0.358,0.573,0.542,13.3,24.5,0.201,1.0,0.515,14.1,78.8,0.205,1.0,STAPLES Center,"588,907","18,997",NBA Champion,2.9000000000000004,8.0,2.83,-2.799999999999997,-0.9000000000000057,-3.799999999999997,0.3000000000000007,-0.0050000000000000044
Utah Jazz,2020,9,27.3,44,28,42,30,2.47,0.05,2.52,112.3,109.9,2.4,98.6,0.268,0.414,0.585,0.549,13.7,21.6,0.208,1.0,0.518,11.1,78.9,0.185,0,Vivint Smart Home Arena,"567,486","18,306",Denver Nuggets,Conference First Round,Denver Nuggets,11.0,25.6,46.0,27.0,41.0,32.0,2.11,0.24,2.35,113.1,111.0,2.1,97.1,0.235,0.344,0.567,0.535,12.3,24.8,0.183,1.0,0.533,12.9,76.8,0.198,1.0,Pepsi Center,"633,153","19,186",Conference Finals,-0.2999999999999998,2.0,-0.3600000000000003,-1.5,0.7999999999999972,1.0999999999999943,-1.6999999999999993,-0.018000000000000016
Philadelphia 76ers,2020,10,26.3,43,30,42,31,2.38,-0.13,2.25,111.3,109.0,2.3,99.0,0.255,0.36,0.566,0.534,12.7,23.9,0.193,1.0,0.523,12.5,80.3,0.214,0,Wells Fargo Center,"639,491","20,629",Boston Celtics,Conference First Round,Boston Celtics,2.0,25.3,48.0,24.0,50.0,22.0,6.31,-0.47,5.83,113.3,107.0,6.3,99.5,0.259,0.386,0.57,0.531,12.2,23.9,0.207,1.0,0.509,13.5,77.4,0.215,1.0,TD Garden,"610,864","19,090",Conference Finals,4.0,5.0,3.9299999999999997,0.5,2.0,-2.0,-1.0,0.0040000000000000036
Denver Nuggets,2020,11,25.6,46,27,41,32,2.11,0.24,2.35,113.1,111.0,2.1,97.1,0.235,0.344,0.567,0.535,12.3,24.8,0.183,1.0,0.533,12.9,76.8,0.198,1,Pepsi Center,"633,153","19,186",Los Angeles Lakers,Conference Finals,Los Angeles Lakers,5.0,29.5,52.0,19.0,48.0,23.0,5.79,0.49,6.28,112.0,106.3,5.7,100.9,0.276,0.358,0.573,0.542,13.3,24.5,0.201,1.0,0.515,14.1,78.8,0.205,1.0,STAPLES Center,"588,907","18,997",NBA Champion,3.6,6.0,3.68,3.8000000000000114,-1.0999999999999943,-4.700000000000003,3.8999999999999986,0.006000000000000005
Indiana Pacers,2020,12,25.6,45,28,41,32,1.96,-0.33,1.63,110.0,108.0,2.0,98.9,0.216,0.317,0.565,0.534,12.0,20.0,0.17,1.0,0.511,13.0,76.7,0.192,0,Bankers Life Fieldhouse,"529,002","16,531",Miami Heat,Conference First Round,Miami Heat,7.0,25.9,44.0,29.0,43.0,30.0,2.95,-0.35,2.59,112.5,109.5,3.0,98.3,0.299,0.419,0.587,0.547,13.5,20.3,0.234,1.0,0.523,12.6,79.5,0.213,1.0,AmericanAirlines Arena,"629,771","19,680",Finals,1.0,-1.0,0.9900000000000002,-0.6000000000000085,2.5,1.5,0.29999999999999716,0.02200000000000002
Oklahoma City Thunder,2020,13,25.5,44,28,41,31,1.99,0.34,2.33,110.8,108.8,2.0,98.8,0.29,0.353,0.573,0.53,12.4,19.3,0.231,1.0,0.518,12.6,76.8,0.173,0,Chesapeake Energy Arena,"600,699","18,203",Houston Rockets,Conference First Round,Houston Rockets,8.0,29.2,44.0,28.0,42.0,30.0,2.96,0.17,3.13,112.9,110.1,2.8,103.7,0.288,0.501,0.578,0.537,12.6,21.0,0.228,1.0,0.529,13.7,75.6,0.197,0.0,Toyota Center,"578,458","18,077",Conference Semifinals,0.7999999999999998,0.0,0.97,4.900000000000006,2.1000000000000085,1.2999999999999972,3.6999999999999993,0.0050000000000000044
Phoenix Suns,2020,14,24.6,34,39,37,36,0.22,0.35,0.56,111.7,111.4,0.3,101.3,0.271,0.361,0.576,0.532,13.0,22.2,0.226,,0.539,13.7,78.8,0.221,0,Talking Stick Resort Arena,"550,633","15,606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklyn Nets,2020,15,26.3,35,37,35,37,-0.57,-0.44,-1.01,108.9,109.5,-0.6,101.4,0.267,0.423,0.554,0.52,13.1,23.2,0.199,1.0,0.511,11.0,77.8,0.187,0,Barclays Center,"524,907","16,403",Toronto Raptors,Conference First Round,Toronto Raptors,4.0,26.6,53.0,19.0,50.0,22.0,6.24,-0.26,5.97,111.1,105.0,6.1,100.9,0.264,0.421,0.574,0.536,13.1,21.3,0.21,1.0,0.502,14.6,76.7,0.202,0.0,Scotiabank Arena,"633,456","19,796",Conference Semifinals,6.699999999999999,18.0,6.8100000000000005,-0.5,2.1999999999999886,-4.5,0.3000000000000007,0.019999999999999907
Orlando Magic,2020,16,26.1,33,40,34,39,-1.01,0.09,-0.93,108.5,109.5,-1.0,98.6,0.256,0.364,0.544,0.506,11.5,22.3,0.198,1.0,0.535,13.2,79.1,0.176,0,Amway Center,"529,870","17,093",Milwaukee Bucks,Conference First Round,Milwaukee Bucks,1.0,29.2,56.0,17.0,57.0,16.0,10.08,-0.67,9.41,112.4,102.9,9.5,105.1,0.271,0.428,0.583,0.552,12.9,20.7,0.201,1.0,0.489,12.0,81.6,0.178,0.0,Fiserv Forum,"549,036","17,711",Conference Semifinals,10.5,23.0,11.09,6.5,3.9000000000000057,-6.599999999999994,3.099999999999998,0.038999999999999924
San Antonio Spurs,2020,17,27.6,32,39,33,38,-1.11,0.46,-0.65,112.4,113.5,-1.1,100.5,0.262,0.318,0.572,0.531,11.2,20.1,0.212,,0.542,11.7,79.2,0.193,0,AT&T Center,"550,515","18,351",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memphis Grizzlies,2020,18,24.1,34,39,34,39,-1.07,0.16,-0.91,109.2,110.3,-1.1,102.8,0.24,0.346,0.561,0.528,13.2,23.0,0.183,,0.521,12.7,77.8,0.217,0,FedEx Forum,"523,297","15,857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portland Trail Blazers,2020,19,27.5,35,39,34,40,-1.15,0.54,-0.61,113.7,114.8,-1.1,100.7,0.242,0.374,0.57,0.533,11.2,22.4,0.194,1.0,0.53,11.2,75.3,0.208,0,Moda Center,"628,303","19,634",Los Angeles Lakers,Conference First Round,Los Angeles Lakers,5.0,29.5,52.0,19.0,48.0,23.0,5.79,0.49,6.28,112.0,106.3,5.7,100.9,0.276,0.358,0.573,0.542,13.3,24.5,0.201,1.0,0.515,14.1,78.8,0.205,1.0,STAPLES Center,"588,907","18,997",NBA Champion,6.800000000000001,17.0,6.9399999999999995,0.20000000000000284,-1.7000000000000028,-8.5,2.0,0.0030000000000000027
New Orleans Pelicans,2020,20,25.4,30,42,33,39,-1.29,0.74,-0.55,110.7,111.9,-1.2,103.7,0.256,0.403,0.568,0.539,13.9,24.2,0.186,,0.532,12.4,77.8,0.212,0,Smoothie King Center,"528,172","16,505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento Kings,2020,21,27.0,31,41,31,41,-2.04,0.46,-1.59,110.2,112.2,-2.0,98.9,0.23,0.395,0.566,0.534,13.0,21.9,0.177,,0.543,13.6,78.4,0.225,0,Golden 1 Center,"520,663","16,796",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicago Bulls,2020,22,24.4,22,43,26,39,-3.08,-0.93,-4.0,106.7,109.8,-3.1,99.7,0.231,0.396,0.547,0.515,13.7,22.8,0.175,,0.546,16.3,75.6,0.239,0,United Center,"639,352","18,804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Detroit Pistons,2020,23,25.9,20,46,26,40,-3.56,-0.82,-4.38,109.0,112.7,-3.7,97.6,0.261,0.381,0.561,0.529,13.8,22.6,0.194,,0.541,12.7,75.9,0.186,0,Little Caesars Arena,"509,469","15,294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota Timberwolves,2020,24,24.8,19,45,24,40,-4.3,0.28,-4.02,108.1,112.2,-4.1,103.4,0.277,0.433,0.551,0.514,13.0,22.1,0.209,,0.541,13.2,77.2,0.218,0,Target Center,"482,112","15,066",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Wizards,2020,25,25.1,25,47,26,46,-4.67,-0.57,-5.24,110.9,115.5,-4.6,102.7,0.27,0.358,0.562,0.523,12.2,22.2,0.213,,0.558,13.9,75.3,0.231,0,Capital One Arena,"532,702","16,647",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York Knicks,2020,26,24.5,21,45,20,46,-6.45,-0.26,-6.72,106.5,113.0,-6.5,98.6,0.263,0.318,0.531,0.501,12.6,25.8,0.182,,0.541,12.4,78.3,0.224,0,Madison Square Garden (IV),"620,789","18,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Hornets,2020,27,24.3,23,42,19,46,-6.75,-0.28,-7.03,106.3,113.3,-7.0,95.8,0.252,0.399,0.539,0.504,13.3,23.9,0.188,,0.546,13.1,74.4,0.159,0,Spectrum Center,"478,591","15,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atlanta Hawks,2020,28,24.1,20,47,18,49,-7.97,0.27,-7.71,107.2,114.8,-7.6,103.0,0.258,0.398,0.554,0.515,13.8,21.6,0.204,,0.543,12.7,74.9,0.233,0,State Farm Arena,"545,453","16,043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleveland Cavaliers,2020,29,25.0,19,46,18,47,-7.89,0.12,-7.77,107.5,115.4,-7.9,98.7,0.227,0.362,0.553,0.522,14.6,24.6,0.172,,0.56,11.7,77.4,0.164,0,Rocket Mortgage Fieldhouse,"643,008","17,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden State Warriors,2020,30,24.4,15,50,16,49,-8.71,0.59,-8.12,105.2,113.8,-8.6,100.3,0.264,0.355,0.54,0.497,13.2,21.5,0.212,,0.553,13.7,76.4,0.193,0,Chase Center,"614,176","18,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Jazz,2021,1,28.5,52,20,55,17,9.25,-0.29,8.97,117.6,108.3,9.3,98.5,0.244,0.488,0.597,0.563,12.7,24.5,0.195,1.0,0.507,10.3,79.3,0.159,0,Vivint Smart Home Arena,"151,300","4,203",Los Angeles Clippers,Conference Semifinals,Los Angeles Clippers,2.0,28.8,47.0,25.0,49.0,23.0,6.18,-0.16,6.02,117.6,111.2,6.4,96.9,0.222,0.4,0.599,0.564,12.2,22.7,0.186,1.0,0.531,11.9,79.1,0.186,1.0,STAPLES Center,"13,901",386,Conference Finals,-2.9000000000000004,-5.0,-3.0700000000000003,-1.5999999999999943,0.0,2.9000000000000057,0.3000000000000007,0.0020000000000000018
Los Angeles Clippers,2021,2,28.8,47,25,49,23,6.18,-0.16,6.02,117.6,111.2,6.4,96.9,0.222,0.4,0.599,0.564,12.2,22.7,0.186,1.0,0.531,11.9,79.1,0.186,1,STAPLES Center,"13,901",386,Phoenix Suns,Conference Finals,Phoenix Suns,3.0,26.6,51.0,21.0,49.0,23.0,5.82,-0.15,5.67,117.2,111.3,5.9,97.2,0.212,0.392,0.597,0.564,11.5,20.8,0.177,1.0,0.534,12.4,78.5,0.194,1.0,Phoenix Suns Arena,"104,027","2,890",Finals,-0.5,4.0,-0.35999999999999943,0.29999999999999716,-0.3999999999999915,0.09999999999999432,-2.1999999999999993,-0.0020000000000000018
Phoenix Suns,2021,3,26.6,51,21,49,23,5.82,-0.15,5.67,117.2,111.3,5.9,97.2,0.212,0.392,0.597,0.564,11.5,20.8,0.177,1.0,0.534,12.4,78.5,0.194,1,Phoenix Suns Arena,"104,027","2,890",Milwaukee Bucks,Finals,Milwaukee Bucks,4.0,28.1,46.0,26.0,48.0,24.0,5.89,-0.32,5.57,117.2,111.4,5.8,102.2,0.233,0.404,0.593,0.566,12.0,23.3,0.177,1.0,0.536,11.5,79.7,0.157,1.0,Fiserv Forum,"64,780","1,799",NBA Champion,-0.10000000000000053,-5.0,0.0699999999999994,5.0,0.0,0.10000000000000853,1.5,-0.0040000000000000036
Milwaukee Bucks,2021,4,28.1,46,26,48,24,5.89,-0.32,5.57,117.2,111.4,5.8,102.2,0.233,0.404,0.593,0.566,12.0,23.3,0.177,1.0,0.536,11.5,79.7,0.157,1,Fiserv Forum,"64,780","1,799",,NBA Champion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philadelphia 76ers,2021,5,27.1,49,23,48,24,5.58,-0.31,5.28,113.2,107.6,5.6,99.5,0.293,0.347,0.579,0.541,12.8,23.2,0.225,1.0,0.521,13.8,78.2,0.2,0,Wells Fargo Center,"68,583","1,905",Atlanta Hawks,Conference Semifinals,Atlanta Hawks,11.0,25.4,41.0,31.0,41.0,31.0,2.32,-0.18,2.14,115.7,113.3,2.4,97.6,0.278,0.382,0.581,0.539,11.9,24.4,0.226,1.0,0.53,11.1,77.8,0.19,1.0,State Farm Arena,"59,288","1,647",Conference Finals,-3.1999999999999997,-8.0,-3.2600000000000002,-1.9000000000000057,2.5,5.700000000000003,-1.7000000000000028,0.0020000000000000018
Denver Nuggets,2021,6,26.1,47,25,47,25,4.93,-0.11,4.82,117.1,112.1,5.0,97.1,0.219,0.383,0.588,0.557,12.1,24.7,0.176,1.0,0.545,12.9,78.9,0.2,0,Ball Arena,"54,563","1,516",Phoenix Suns,Conference Semifinals,Phoenix Suns,3.0,26.6,51.0,21.0,49.0,23.0,5.82,-0.15,5.67,117.2,111.3,5.9,97.2,0.212,0.392,0.597,0.564,11.5,20.8,0.177,1.0,0.534,12.4,78.5,0.194,1.0,Phoenix Suns Arena,"104,027","2,890",Finals,0.9000000000000004,4.0,0.8900000000000006,0.10000000000000853,0.10000000000000853,-0.7999999999999972,0.5,0.009000000000000008
Brooklyn Nets,2021,7,28.2,48,24,46,26,4.5,-0.27,4.24,118.3,113.8,4.5,99.5,0.258,0.413,0.61,0.575,12.2,21.4,0.208,1.0,0.531,11.1,77.3,0.187,0,Barclays Center,"30,491",847,Milwaukee Bucks,Conference Semifinals,Milwaukee Bucks,4.0,28.1,46.0,26.0,48.0,24.0,5.89,-0.32,5.57,117.2,111.4,5.8,102.2,0.233,0.404,0.593,0.566,12.0,23.3,0.177,1.0,0.536,11.5,79.7,0.157,1.0,Fiserv Forum,"64,780","1,799",NBA Champion,1.2999999999999998,-2.0,1.3899999999999997,2.700000000000003,-1.0999999999999943,-2.3999999999999915,-0.09999999999999787,-0.017000000000000015
Los Angeles Lakers,2021,8,28.2,42,30,42,30,2.79,-0.03,2.77,109.9,107.1,2.8,98.7,0.271,0.363,0.569,0.536,13.6,22.5,0.2,1.0,0.526,13.7,79.7,0.184,0,STAPLES Center,"23,313",648,Phoenix Suns,Conference First Round,Phoenix Suns,3.0,26.6,51.0,21.0,49.0,23.0,5.82,-0.15,5.67,117.2,111.3,5.9,97.2,0.212,0.392,0.597,0.564,11.5,20.8,0.177,1.0,0.534,12.4,78.5,0.194,1.0,Phoenix Suns Arena,"104,027","2,890",Finals,3.1000000000000005,9.0,3.0300000000000002,-1.5,7.299999999999997,4.200000000000003,-1.5999999999999979,0.028000000000000025
Dallas Mavericks,2021,9,26.3,42,30,41,31,2.26,-0.01,2.26,115.4,113.0,2.4,97.3,0.242,0.436,0.582,0.55,11.1,21.1,0.189,1.0,0.534,11.5,77.8,0.197,0,American Airlines Center,"94,849","2,635",Los Angeles Clippers,Conference First Round,Los Angeles Clippers,2.0,28.8,47.0,25.0,49.0,23.0,6.18,-0.16,6.02,117.6,111.2,6.4,96.9,0.222,0.4,0.599,0.564,12.2,22.7,0.186,1.0,0.531,11.9,79.1,0.186,1.0,STAPLES Center,"13,901",386,Conference Finals,4.0,5.0,3.92,-0.3999999999999915,2.1999999999999886,-1.7999999999999972,2.5,0.017000000000000015
New York Knicks,2021,10,25.6,41,31,41,31,2.31,-0.18,2.13,110.6,108.2,2.4,95.9,0.242,0.347,0.559,0.524,11.9,21.9,0.19,1.0,0.509,11.7,78.6,0.196,0,Madison Square Garden (IV),"42,131","1,170",Atlanta Hawks,Conference First Round,Atlanta Hawks,11.0,25.4,41.0,31.0,41.0,31.0,2.32,-0.18,2.14,115.7,113.3,2.4,97.6,0.278,0.382,0.581,0.539,11.9,24.4,0.226,1.0,0.53,11.1,77.8,0.19,1.0,State Farm Arena,"59,288","1,647",Conference Finals,0.0,0.0,0.009999999999999787,1.6999999999999886,5.1000000000000085,5.099999999999994,-0.20000000000000284,0.02199999999999991
Atlanta Hawks,2021,11,25.4,41,31,41,31,2.32,-0.18,2.14,115.7,113.3,2.4,97.6,0.278,0.382,0.581,0.539,11.9,24.4,0.226,1.0,0.53,11.1,77.8,0.19,1,State Farm Arena,"59,288","1,647",Milwaukee Bucks,Conference Finals,Milwaukee Bucks,4.0,28.1,46.0,26.0,48.0,24.0,5.89,-0.32,5.57,117.2,111.4,5.8,102.2,0.233,0.404,0.593,0.566,12.0,23.3,0.177,1.0,0.536,11.5,79.7,0.157,1.0,Fiserv Forum,"64,780","1,799",NBA Champion,3.4,5.0,3.57,4.6000000000000085,1.5,-1.8999999999999915,2.700000000000003,0.01200000000000001
Portland Trail Blazers,2021,12,27.4,42,30,40,32,1.79,0.01,1.81,117.8,116.0,1.8,98.4,0.238,0.448,0.577,0.54,9.9,23.0,0.195,1.0,0.546,11.2,77.5,0.203,0,Moda Center,"5,817",162,Denver Nuggets,Conference First Round,Denver Nuggets,6.0,26.1,47.0,25.0,47.0,25.0,4.93,-0.11,4.82,117.1,112.1,5.0,97.1,0.219,0.383,0.588,0.557,12.1,24.7,0.176,1.0,0.545,12.9,78.9,0.2,0.0,Ball Arena,"54,563","1,516",Conference Semifinals,3.2,5.0,3.1399999999999997,-1.3000000000000114,-0.7000000000000028,-3.9000000000000057,-1.2999999999999972,0.01100000000000001
